person_id,gr9_fall_math,gr9_fall_sci,gr9_fall_eng,gr9_fall_hist,gr9_spring_math,gr9_spring_sci,gr9_spring_eng,gr9_spring_hist,gr10_fall_math,gr10_fall_sci,gr10_fall_eng,gr10_fall_hist,gr10_spring_math,gr10_spring_sci,gr10_spring_eng,gr10_spring_hist
3677,A,,A,D,B,C,A,D,D,A,A,D,A,,B,B
3680,F,A,,D,A,A,A,D,D,,B,F,D,A,D,
3681,,,,,,A,,D,C,,D,D,A,A,B,F
3684,A,A,B,D,F,,A,A,D,F,A,F,,,A,A
3685,D,F,A,,A,,,F,A,D,A,A,D,A,A,F
3686,D,,D,D,D,D,D,A,D,B,,,B,,B,B
3687,B,A,,B,A,A,B,B,B,,,B,B,A,A,D
3688,A,A,A,A,A,D,F,D,,A,A,D,A,C,A,B
3689,A,A,B,D,A,A,,F,A,B,F,A,C,D,D,B
3690,,D,,A,B,B,A,B,D,D,A,F,,B,A,D
3691,A,D,D,B,A,B,A,D,F,A,A,,,A,B,
3693,,D,,D,B,,,A,A,B,A,D,,A,A,D
3694,D,,A,D,B,A,D,A,A,D,D,D,A,B,F,A
3695,F,A,A,C,A,D,D,B,D,A,D,A,,A,A,
3697,B,A,D,D,A,B,A,A,B,C,B,A,,A,D,A
3701,D,C,F,A,,D,,A,A,,B,,A,A,F,C
3703,A,A,A,A,A,D,A,A,A,F,D,,F,D,F,A
3706,D,A,A,,,A,A,B,,A,,,A,F,D,A
3707,F,,A,A,D,B,D,,D,,B,B,D,B,D,D
3709,,A,D,A,A,A,A,B,A,D,D,B,D,A,F,F
3710,D,F,,B,B,,D,C,A,D,,D,D,B,A,
3711,D,F,A,,A,A,A,D,B,D,,D,A,A,A,D
3712,A,B,D,A,,,B,,F,A,A,A,D,B,,B
3714,A,A,D,,A,B,D,D,B,B,D,D,B,D,D,
3715,,D,,,B,A,B,,D,A,A,A,F,,,A
3716,A,D,,A,A,D,,D,A,D,,,A,A,A,D
3718,D,D,,D,D,D,D,F,B,A,A,A,B,A,F,A
3721,,D,A,A,A,B,B,A,B,F,D,A,A,A,B,
3722,A,A,,B,C,A,,A,A,A,B,F,B,A,B,A
3723,D,B,D,A,A,D,A,A,D,D,A,A,,D,A,B
3724,A,D,A,,D,D,B,D,D,,A,A,,B,,A
3726,B,,B,A,C,B,C,A,A,,A,B,,D,B,B
3728,,A,A,,B,,A,,D,B,A,A,A,A,D,A
3729,D,,A,B,D,A,A,B,B,A,,D,A,B,A,A
3730,D,A,,,,A,D,,,A,D,,B,,,F
3731,A,,F,B,A,C,D,,B,F,,,A,D,A,A
3732,D,F,A,,A,F,A,A,,B,A,B,D,D,,D
3735,D,B,B,D,,A,A,C,B,,A,A,A,A,,A
3736,B,F,,B,A,D,,,,A,A,,,F,D,A
3741,D,,A,D,B,B,,D,,,A,A,D,A,A,
3743,F,B,F,A,B,B,A,B,,B,F,F,B,,A,D
3744,,A,,D,A,D,F,D,A,A,A,,D,A,F,A
3748,D,F,,,A,A,,,D,A,D,D,B,B,A,B
3749,A,A,,A,F,B,D,D,,B,A,A,A,D,,B
3751,A,F,D,B,A,D,A,B,D,,D,C,A,D,B,A
3752,D,,,,B,A,A,A,A,A,A,,B,A,A,D
3753,B,A,A,F,A,A,A,,A,A,,,,,D,
3754,,F,B,B,A,A,B,D,B,,B,D,,,A,A
3755,D,A,D,B,D,A,,,F,A,D,,D,D,F,A
3757,,A,D,F,D,A,C,D,B,,D,A,A,A,,
3758,A,,D,B,B,F,B,,,A,A,,A,A,D,
3759,A,,D,D,A,A,B,D,,A,B,B,,B,D,A
3760,F,,C,A,B,B,D,A,A,A,D,,,,,
3761,D,A,A,A,A,A,A,,A,B,,D,A,D,B,C
3762,A,,A,,A,B,B,B,D,,D,A,A,C,A,A
3764,,D,B,B,A,F,A,A,,A,B,,D,B,F,D
3765,,,A,A,C,B,,B,,D,A,B,D,B,A,A
3766,A,A,A,A,A,D,A,A,D,A,,A,A,A,,A
3767,,A,B,A,A,A,A,F,A,A,B,,D,D,D,C
3768,A,A,B,,D,A,A,D,D,A,D,A,D,B,A,
3769,C,D,,A,B,,D,B,,A,A,A,C,A,A,B
3771,A,F,A,A,D,,A,B,A,,,A,,D,,A
3775,,A,D,B,A,,B,A,,D,,B,A,F,A,A
3776,A,,,A,A,A,A,A,B,D,,A,A,D,D,B
3777,,F,D,B,B,F,B,,A,D,A,A,A,B,B,A
3779,D,A,A,A,B,D,,A,,A,A,F,B,D,D,A
3782,A,B,F,A,D,A,A,B,A,,A,,,,,C
3783,,F,,D,D,A,F,B,,D,,B,,,A,B
3786,A,A,B,B,,B,A,D,A,,D,A,A,,D,B
3787,B,D,B,D,D,,A,,F,,,D,A,A,A,
3788,A,A,D,,A,A,A,,D,A,A,A,,B,A,A
3790,D,A,A,D,D,,A,,D,F,D,A,B,A,D,A
3791,B,B,D,A,,,A,A,A,,D,F,,,A,F
3792,D,D,D,A,F,A,A,F,F,D,D,A,,,B,D
3793,D,A,B,,B,A,F,D,C,,,,D,A,D,A
3794,D,A,,F,,,A,A,A,D,,,D,A,B,A
3796,D,F,,A,,D,B,A,A,,A,F,F,D,A,D
3797,D,A,B,D,D,A,B,D,D,B,F,A,A,A,D,
3798,A,,A,,D,,A,B,D,A,D,A,A,,A,A
3799,D,B,D,A,D,A,B,D,,A,,,,A,D,
3800,,,A,A,B,,D,A,,A,A,B,A,,A,D
3801,A,D,D,D,A,D,A,C,B,A,B,A,D,,A,D
3803,A,,F,A,B,A,A,B,A,A,F,B,,A,A,
3806,D,A,,A,D,A,A,D,D,A,A,,D,,D,D
3808,A,A,D,,,D,A,D,A,,F,A,D,B,B,
3812,A,,B,D,A,,A,D,D,A,A,B,D,B,,D
3817,F,B,D,B,,A,,,A,A,,A,A,F,B,
3818,B,C,D,,A,A,A,D,A,D,,A,D,A,F,B
3820,D,D,A,A,D,A,B,,A,C,A,D,D,A,A,
3821,,,A,A,D,,A,A,B,B,A,D,D,D,A,A
3822,D,D,,D,,A,A,D,,A,A,F,B,D,A,B
3824,A,A,A,A,D,B,,A,B,D,A,,B,A,B,
3826,,A,,B,D,A,,B,A,A,,A,D,A,A,A
3831,F,A,A,A,D,,A,A,A,,D,A,,F,A,A
3833,A,D,,F,A,B,D,A,B,D,D,A,F,A,D,A
3835,D,A,A,A,D,D,B,D,A,A,D,A,A,,A,
3836,B,D,B,A,B,A,A,A,,A,,B,,B,D,A
3839,D,D,,A,D,,D,,D,B,D,,F,A,B,D
3840,B,A,,,C,A,,A,A,,D,D,A,,A,A
3841,B,A,A,F,B,B,A,A,F,,F,A,,A,,D
3842,,A,,A,A,A,,,A,B,B,A,B,A,B,A
3843,D,A,A,A,D,B,D,,A,,D,D,A,A,A,A
3844,B,A,,B,A,B,B,B,A,,A,B,,D,A,D
3845,,B,B,,F,,A,A,A,D,A,B,,,C,A
3846,B,A,A,,F,D,A,A,B,B,,D,A,D,D,A
3847,B,,D,D,B,,,,D,A,A,A,A,A,A,A
3849,A,A,B,D,,A,,A,F,A,D,D,B,B,,A
3851,A,D,B,D,C,B,D,,F,D,A,,D,,A,
3852,B,A,A,,,A,D,,D,B,A,A,D,,A,D
3854,,D,B,A,D,B,A,B,A,A,A,A,A,,A,A
3855,D,A,B,,D,D,B,F,B,D,D,A,F,A,,B
3856,D,,B,A,,A,A,A,A,A,A,,A,A,C,
3857,C,B,A,A,,D,A,F,A,,A,A,D,D,A,F
3858,A,A,A,,D,B,A,A,A,A,D,D,B,A,A,B
3860,B,,A,D,D,,B,C,B,A,A,,F,B,,D
3861,A,A,D,B,D,A,,A,A,B,D,,,A,F,A
3862,A,A,,,A,A,A,A,,A,D,A,D,,D,A
3863,B,A,B,A,B,A,D,A,D,,F,,A,A,D,D
3867,D,A,A,A,A,,A,D,,A,B,D,D,D,D,D
3869,F,A,A,B,F,B,D,A,A,D,A,A,,B,D,A
3870,A,A,B,D,A,D,D,D,,,F,A,A,A,A,D
3871,D,A,B,,D,A,A,,D,A,,D,D,B,B,A
3872,,A,F,A,D,D,A,D,,D,B,A,F,B,A,A
3873,A,D,B,D,D,A,A,,D,B,D,A,A,A,,
3874,A,A,A,D,C,D,A,B,F,B,,A,,A,D,B
3876,F,D,A,D,A,A,A,B,A,,A,B,D,,D,A
3877,D,A,A,,B,A,B,B,D,A,D,D,A,,A,A
3879,,,A,A,B,,,A,B,D,D,,D,B,D,B
3880,B,D,A,D,,B,B,A,F,B,B,A,,A,A,B
3881,A,D,A,,F,D,,,F,A,B,,D,D,B,
3882,,B,B,D,B,D,,D,A,D,F,B,A,A,B,
3884,,A,A,C,A,D,D,A,A,A,A,,A,,,D
3886,B,D,A,B,A,,D,A,,B,D,F,A,A,D,B
3887,A,B,F,,,A,A,A,B,D,B,A,A,A,F,A
3890,D,,D,B,D,A,A,F,F,A,A,D,D,C,D,B
3891,D,,,A,,,D,B,D,C,A,,B,D,D,D
3894,,A,D,,,A,A,,,A,D,,A,A,F,D
3896,D,D,,B,A,D,A,B,,A,,D,,A,D,A
3898,,B,D,B,,,B,A,,F,D,D,F,,D,
3899,D,A,F,,,A,C,,F,,A,F,A,,,
3901,D,A,F,,,,D,,,,A,D,A,A,D,A
3903,A,C,D,,D,,B,F,D,A,A,A,A,B,D,B
3907,A,D,A,A,F,A,A,B,,A,D,,F,A,D,A
3910,A,D,A,,,B,A,,D,,B,A,,B,A,A
3911,D,,,A,D,B,B,B,A,A,B,D,D,D,D,A
3913,A,D,D,,,F,B,D,A,B,A,D,A,A,B,
3914,A,D,B,,A,,,D,A,B,F,,,,,B
3915,,D,A,D,D,B,A,D,D,,B,A,B,B,,A
3918,D,D,A,F,A,A,A,F,D,D,A,,,A,A,D
3919,A,A,A,D,F,F,D,,B,,C,B,D,A,,A
3922,A,A,,F,,,F,A,D,,B,,D,A,A,D
3923,D,D,A,F,D,A,,A,D,A,A,,A,A,D,A
3924,F,,A,,A,,,,A,B,,B,,A,D,A
3925,,A,D,A,B,A,F,A,B,A,,A,D,D,B,B
3926,A,,A,F,A,F,A,B,B,A,,A,F,D,A,A
3927,A,,,A,A,,D,A,B,A,,D,D,D,,
3928,A,A,A,F,A,A,B,A,B,B,F,D,A,A,A,B
3933,D,B,B,A,A,A,A,B,A,D,A,D,,A,D,
3935,A,D,D,,D,A,A,,A,,B,F,D,B,,D
3936,B,A,A,,,D,A,A,B,,A,A,A,,D,
3939,A,A,B,B,A,D,A,A,A,A,D,A,D,A,A,F
3941,A,A,F,,A,B,,D,A,A,B,,A,A,D,F
3942,,D,B,F,B,A,A,A,A,D,,A,,,D,A
3944,,B,F,C,D,A,A,A,B,A,D,D,A,D,F,B
3945,B,,,A,D,A,A,D,D,A,B,A,F,D,,D
3946,D,A,A,A,A,B,A,A,,D,F,,B,D,D,B
3949,A,A,A,A,A,D,B,,A,A,,B,A,B,A,D
3950,A,B,A,,,A,D,,A,D,D,,A,,B,D
3951,A,A,,A,F,F,A,A,A,A,A,D,B,,A,B
3952,D,A,D,,D,F,A,D,A,D,D,,A,F,,A
3954,A,,A,A,F,D,A,A,B,,A,D,A,B,A,D
3956,D,A,B,A,A,A,A,D,B,A,B,A,B,A,B,A
3959,,A,A,,,D,D,A,D,D,D,D,,A,B,D
3960,B,A,F,C,,F,B,A,D,B,D,A,A,F,A,D
3961,B,A,C,,B,D,A,A,A,,A,,A,D,D,D
3962,,A,A,A,A,A,F,A,D,D,A,D,A,A,D,
3964,D,A,A,D,A,D,A,A,B,A,F,,D,F,,
3965,A,A,B,,A,F,A,B,A,A,,D,,B,,A
3968,B,A,D,C,A,D,,A,A,,B,F,,A,D,
3969,,D,D,D,B,,D,,D,A,D,B,C,A,B,A
3970,A,B,A,F,B,B,,A,B,A,A,F,A,A,,A
3971,,A,B,D,,D,A,A,F,A,B,,,A,D,
3974,A,B,C,A,,,F,D,A,C,A,B,A,F,,
3975,B,A,,A,,A,A,D,A,,,,A,F,D,
3977,A,A,A,B,B,A,B,A,A,A,D,B,B,A,B,F
3979,B,B,D,,B,A,A,,B,,A,A,B,A,A,A
3980,D,D,D,D,A,B,D,D,B,A,D,B,A,A,D,
3982,,B,,B,C,A,,A,,B,D,A,D,D,A,A
3983,,A,A,B,,B,,C,B,A,B,A,A,A,A,A
3984,,F,C,B,,A,B,B,B,B,A,A,A,D,,A
3985,B,B,A,,D,,A,,,A,A,A,A,B,A,D
3986,A,D,A,A,,B,B,F,A,A,B,D,D,C,D,A
3987,F,,A,D,A,D,,B,D,B,A,D,,D,C,B
3988,B,A,D,C,D,,A,D,C,A,F,A,D,,D,A
3989,A,D,,A,,B,,B,B,D,B,D,B,F,D,D
3990,A,A,A,A,A,A,F,D,A,A,,B,A,A,,A
3993,A,A,D,D,,B,D,A,,D,B,A,A,,A,
3994,A,A,B,,D,,D,B,A,B,,B,A,B,A,
3995,D,A,D,D,A,D,,D,A,A,B,D,D,A,,
3996,,B,A,A,B,A,D,A,F,B,B,A,A,D,B,
3998,B,A,A,B,D,B,A,A,A,,A,D,F,D,A,
3999,F,,,A,D,D,,A,B,D,D,D,D,A,D,A
4002,,,C,,,A,B,A,A,,F,D,A,D,A,D
4004,A,D,,,A,D,D,,A,A,D,F,A,,A,A
4007,D,D,D,A,C,B,C,D,D,A,,D,A,A,A,F
4010,A,A,A,B,A,B,A,D,A,,,A,D,A,,
4011,D,A,A,D,,F,A,D,B,B,B,B,B,B,D,A
4013,A,B,C,A,,A,,,D,B,A,D,F,,A,A
4015,,A,A,D,A,B,A,A,D,B,B,D,,,D,B
4017,,B,,A,,B,A,B,B,D,,D,A,A,,A
4020,B,B,A,A,,B,F,A,B,B,A,A,A,F,A,A
4022,,,,C,A,,A,D,A,A,,B,,B,,
4023,D,A,,,A,,B,B,D,A,A,,F,A,B,A
4024,D,,A,F,D,F,,A,A,,D,B,A,D,A,F
4025,,A,,F,B,A,A,A,D,D,A,A,A,,A,A
4027,B,,B,D,A,A,D,A,F,B,,D,D,D,,A
4028,,A,D,D,F,B,A,,A,B,A,A,A,A,A,D
4032,A,D,B,D,D,A,,C,D,A,D,B,F,A,,A
4034,A,D,D,F,,,A,,D,A,A,D,A,A,C,A
4035,D,,D,A,D,F,A,D,C,A,A,A,,,,B
4036,,B,,A,A,,,D,A,A,A,,D,B,B,A
4037,B,,A,C,F,,,F,D,B,B,C,D,A,D,B
4044,,A,A,B,B,C,,B,A,A,B,D,A,B,A,C
4045,B,,C,A,D,,B,B,D,,A,A,D,A,A,
4046,F,A,A,D,D,D,,D,,,D,A,,A,A,A
4049,D,B,A,C,B,A,,B,A,,A,,B,,B,A
4052,A,A,D,A,C,A,A,A,,B,D,D,A,A,A,B
4054,A,A,,A,,A,A,,,,,,D,A,D,D
4055,D,B,B,D,A,D,A,A,,A,B,,B,B,A,
4058,D,D,B,F,A,A,A,D,D,,,A,D,,,A
4060,B,D,,D,A,D,A,A,A,A,,,,D,,B
4062,A,,,,,A,B,A,A,D,,B,,D,A,B
4063,A,A,D,,,,F,A,B,D,A,F,D,,D,D
4064,A,A,A,F,F,A,A,A,D,A,A,A,A,A,A,
4065,,A,,A,B,B,A,D,,D,D,D,A,,,A
4067,A,,,A,A,F,A,B,B,A,A,D,D,,A,
4068,B,D,B,D,A,,D,D,D,A,A,,A,,A,A
4070,A,,,D,A,A,A,A,A,D,B,A,B,B,C,D
4071,B,D,D,A,B,B,B,B,D,D,,B,D,A,,
4072,A,A,,D,,D,C,A,D,B,A,B,D,,B,A
4073,,D,,B,B,A,D,D,A,B,,D,A,A,A,B
4077,B,,A,D,A,A,A,D,D,C,A,D,B,B,A,A
4078,D,,D,D,,A,A,A,A,B,A,A,A,A,D,A
4079,A,B,C,D,,A,,B,A,B,,A,C,B,A,B
4082,,A,,A,A,C,,B,B,,B,D,A,B,D,
4083,A,A,D,B,,,B,A,,A,B,,,B,B,D
4084,A,A,B,B,B,B,D,A,A,A,A,D,A,,D,A
4086,B,D,A,D,A,,,,,A,B,A,D,D,,B
4087,D,B,,B,A,D,,A,A,A,B,A,B,D,A,B
4089,A,F,A,A,D,,A,,A,A,B,B,D,A,A,D
4090,,,B,A,A,D,F,A,B,B,A,A,F,D,D,A
4091,B,,A,D,A,D,D,B,B,B,A,,A,A,A,A
4092,A,,B,,,A,,A,A,A,A,A,F,A,,A
4093,A,A,A,,A,D,A,,A,,D,A,B,A,D,D
4096,A,B,A,F,A,A,B,,B,A,A,B,A,D,A,A
4097,,D,F,A,,,C,A,A,D,B,A,A,F,F,
4098,D,A,A,D,C,A,A,A,A,A,A,A,,D,C,A
4099,D,D,B,B,D,A,A,A,D,A,A,A,B,A,,C
4100,D,B,B,D,A,,,A,,A,A,D,F,A,A,B
4101,D,A,,D,,F,D,,B,A,A,D,D,A,D,D
4102,D,A,A,D,A,D,A,,A,A,A,A,,D,A,B
4104,D,,A,,,A,D,A,A,B,,D,D,A,B,
4106,,D,B,D,F,D,,,A,F,A,C,D,A,D,A
4107,,D,D,A,A,B,A,,D,,A,A,,D,A,D
4109,D,A,B,B,A,B,A,D,A,,D,D,A,A,F,D
4110,A,D,D,A,D,B,C,F,B,D,,F,C,A,A,D
4111,,,F,A,A,D,A,A,A,,,D,D,,B,
4113,F,B,B,B,A,,A,,,,A,,A,,D,A
4116,A,D,,A,F,A,C,A,B,A,,A,A,,D,A
4117,D,F,A,B,D,B,A,D,,B,F,,,F,A,F
4120,A,A,,A,B,D,A,A,B,A,A,,A,D,A,A
4122,,A,B,D,B,A,F,,A,F,D,,A,D,B,A
4123,A,B,B,F,,B,F,,,D,A,,A,A,A,A
4124,B,A,D,A,A,D,D,A,,A,D,D,D,,A,D
4126,,D,A,F,,A,,A,A,D,D,,,,B,A
4128,,A,C,,D,A,B,,B,B,,A,,A,D,
4130,D,D,A,F,B,,F,A,B,,F,A,D,A,A,A
4131,A,D,D,A,,,D,D,A,,B,,C,A,,B
4132,D,D,A,A,D,B,F,A,B,A,,B,D,,,A
4135,A,,A,,,D,D,A,,,D,,D,A,D,
4136,A,D,,,A,A,A,B,A,A,A,A,A,B,,A
4138,B,D,A,,A,A,B,C,,B,D,B,D,,A,F
4140,D,,A,A,D,D,,F,,D,A,,,,B,
4141,,,D,,A,B,D,D,,A,D,,,A,B,
4142,D,A,B,B,,,,A,B,B,,D,B,F,A,
4144,B,A,A,B,,B,,C,A,D,A,A,D,A,D,D
4145,D,B,,D,D,D,B,A,A,B,A,D,,,B,D
4146,A,A,F,A,B,F,A,A,,,A,A,A,D,A,D
4147,,D,D,B,D,,B,A,A,A,,F,F,A,A,D
4148,A,B,,B,B,A,,A,B,A,D,,A,,,
4149,F,B,B,B,C,,B,,B,A,D,A,A,A,A,A
4151,D,B,,A,F,,A,D,A,,,A,D,D,A,
4152,D,A,A,A,D,D,A,A,D,A,,B,B,B,B,A
4153,A,A,A,D,B,F,A,,A,A,,A,B,A,B,A
4154,B,,,B,A,A,,D,D,B,A,D,D,B,D,
4155,B,,D,A,,A,A,B,,A,D,A,D,D,D,A
4157,,A,D,D,A,D,D,A,A,D,A,,C,A,A,A
4158,A,,,A,A,B,A,D,D,,A,A,D,,A,A
4160,A,F,A,F,A,D,D,A,A,D,D,D,B,B,A,
4161,B,B,B,D,D,A,,F,A,B,,,D,,A,D
4162,D,A,A,D,D,A,B,D,B,D,A,C,B,B,A,A
4164,A,A,D,A,D,A,B,A,,A,,,A,B,D,D
4165,A,A,B,A,A,A,A,D,A,B,A,B,A,A,A,A
4167,B,A,B,D,B,,,A,D,B,B,,A,D,B,A
4169,A,F,B,A,B,B,D,A,B,B,B,A,A,A,,B
4171,B,,A,,B,A,D,D,D,A,A,A,D,A,B,
4172,D,D,D,,D,D,B,D,D,,A,B,A,D,F,A
4173,B,,A,B,A,A,F,A,A,B,B,D,,F,B,A
4179,F,A,,A,D,A,A,A,A,A,,A,A,A,A,B
4180,A,D,D,D,,,D,D,B,A,A,A,A,A,D,F
4181,A,,B,D,B,A,,A,B,A,A,A,A,B,,A
4183,B,D,,A,A,B,D,A,A,A,D,A,,D,B,
4184,A,B,,A,F,B,,D,D,,B,,D,A,A,F
4185,A,,A,A,D,A,D,A,A,A,,A,B,B,A,B
4187,D,D,,A,D,A,,,B,A,A,A,,A,A,D
4188,A,A,,A,A,,A,,D,A,A,A,,A,,A
4190,B,B,,D,D,B,B,A,B,A,A,A,A,B,,A
4191,D,D,A,D,D,D,,,,D,D,D,A,B,B,
4192,B,,,D,A,A,,A,A,D,A,A,B,D,F,A
4193,A,D,A,A,,A,,A,A,,B,D,,A,D,D
4194,,A,D,,B,A,B,A,B,D,A,D,,,D,B
4195,B,B,A,A,,D,,B,F,C,,D,A,A,A,
4197,B,B,,A,D,A,B,D,,,A,F,D,A,,
4198,,B,D,D,A,B,D,A,A,,A,A,B,A,A,
4200,B,D,A,D,B,D,A,,,,B,D,B,A,B,D
4201,D,,F,D,,D,A,B,D,D,,F,A,D,A,
4202,A,D,,B,B,A,,D,D,B,A,A,A,C,C,D
4204,F,A,B,A,B,,A,B,,B,,B,,A,B,D
4205,,A,F,D,D,A,A,A,,A,,,A,A,A,A
4206,A,,A,A,B,,A,B,,D,,,B,D,,A
4207,,A,A,,A,A,A,D,A,A,D,A,A,A,,B
4208,A,B,A,,D,A,B,B,,A,C,D,,,,
4209,,A,,F,D,D,F,,A,A,,,A,B,B,A
4210,D,B,A,D,D,B,,,,F,,D,A,A,A,
4213,A,,D,A,B,A,B,D,B,A,B,,,A,D,A
4215,B,A,A,,,A,A,B,A,,A,,,D,F,D
4217,B,A,,B,,D,D,A,,B,F,D,A,,D,A
4218,A,A,,A,F,D,D,A,,B,A,,B,,A,
4220,D,,A,,A,B,B,A,A,A,A,A,D,A,D,B
4222,D,A,,,B,A,A,,D,B,,A,B,D,C,D
4224,A,,,A,A,,,A,A,D,,B,B,D,,
4226,A,D,A,D,,D,A,A,B,,,B,,A,A,A
4228,D,A,B,B,B,D,B,,B,B,B,D,A,D,B,A
4229,D,,B,A,D,A,F,A,A,B,A,A,D,F,A,A
4230,,,B,B,B,A,D,C,A,A,B,B,D,D,F,
4231,A,A,D,,,A,B,,A,A,A,A,,F,,A
4233,,,A,B,A,,C,D,,A,B,F,B,,,
4234,,B,A,B,A,A,A,A,D,A,A,A,D,F,A,B
4235,,A,,F,,B,A,A,B,F,A,B,,A,,D
4236,B,A,,A,F,,,D,D,,A,D,A,,F,D
4238,B,A,,B,A,B,A,B,C,,D,A,A,B,A,A
4239,A,D,,D,B,D,,A,D,B,A,A,,F,D,A
4240,B,B,D,,,,F,B,C,B,B,D,B,B,,
4241,,A,D,D,A,,D,,B,B,A,F,D,A,C,F
4242,,,F,B,A,B,A,B,A,F,,A,A,D,F,D
4243,C,A,A,B,D,D,A,A,A,D,D,,,A,D,D
4244,F,,,F,B,F,B,B,,A,B,C,A,B,A,D
4247,F,A,D,A,A,D,D,B,D,A,F,B,A,,A,A
4249,A,C,A,D,B,D,A,D,A,D,A,A,D,A,,A
4250,,B,C,A,D,,B,A,D,A,A,A,F,A,B,A
4251,,A,D,A,,A,A,D,A,A,A,A,D,,,A
4252,A,A,,D,A,,A,B,A,D,B,A,B,B,A,A
4254,D,,D,B,,A,A,A,A,A,A,D,A,,D,B
4255,D,A,A,,A,D,A,A,B,A,A,D,D,,F,
4257,B,A,D,D,A,D,A,F,A,D,A,A,D,D,A,B
4258,D,F,A,,,D,D,D,A,,,,A,A,B,A
4261,A,,B,D,D,A,A,B,A,F,,,B,A,A,A
4262,A,A,A,A,D,,D,A,F,B,A,,A,A,A,D
4263,F,A,F,D,,A,,,A,B,A,A,,,A,D
4264,,A,D,A,B,A,A,D,A,B,A,,,A,A,D
4265,D,A,B,D,,D,D,B,A,A,,B,B,A,A,A
4266,,D,A,,B,B,,D,,D,,,,A,D,B
4267,A,D,A,,D,F,,D,,A,,A,D,A,D,D
4269,D,A,,A,D,A,A,B,D,A,,D,F,B,,A
4271,A,A,A,D,A,F,A,,B,,B,A,F,,A,A
4275,A,A,,,B,,B,,A,A,A,A,,B,A,A
4276,D,A,,,A,B,D,,,A,D,B,,A,B,A
4278,A,,B,A,A,D,,B,D,F,D,A,A,A,A,A
4280,A,A,A,A,A,A,D,A,,D,B,D,A,,D,D
4281,B,B,B,A,,D,B,D,A,B,,A,,A,D,A
4283,B,D,A,A,A,A,F,A,A,A,A,,A,,A,
4284,A,B,D,B,A,,D,D,D,,B,,,A,A,A
4285,D,B,A,,D,,,,D,A,,F,B,A,A,
4286,,D,A,F,A,D,A,D,B,A,,D,,D,A,F
4287,A,A,,B,B,D,D,D,F,,A,,A,F,A,B
4288,,A,A,F,F,C,A,B,A,,A,A,B,,A,F
4289,D,A,,A,A,F,B,D,A,B,D,B,A,A,B,A
4290,F,,,A,F,B,D,A,F,A,A,B,D,F,A,B
4291,D,,D,C,D,B,B,A,A,A,A,B,B,D,C,B
4292,B,B,A,D,B,B,,A,F,A,A,D,D,D,,B
4294,F,D,D,A,A,F,,D,A,A,D,D,A,,A,A
4297,A,F,B,A,D,B,A,A,A,A,B,D,A,B,,A
4298,A,B,A,F,A,F,A,D,A,A,A,B,D,,D,D
4300,B,B,C,B,B,F,A,F,B,F,A,A,B,D,D,B
4301,D,,A,D,A,A,B,F,D,D,B,A,,,A,B
4306,A,A,B,,D,,,D,B,D,B,A,A,D,A,
4307,D,A,D,D,A,D,F,D,B,A,D,D,A,A,B,A
4308,D,D,B,B,C,D,,F,A,,,A,,B,D,A
4310,B,A,,A,A,,B,D,F,A,F,F,D,,A,D
4311,F,A,,A,D,D,,A,D,B,D,B,A,A,A,A
4312,A,B,A,,F,D,D,A,A,D,A,A,D,A,A,D
4313,A,D,B,D,D,A,A,D,A,D,A,D,A,,B,B
4316,,A,B,A,D,A,A,B,D,A,A,B,A,,A,D
4317,,A,D,,D,A,,A,A,C,A,D,A,D,C,D
4319,F,,,F,A,A,F,A,,A,D,A,B,D,,D
4320,A,A,B,A,D,,D,B,A,A,,A,A,D,A,
4321,A,A,B,D,D,A,A,D,B,F,A,B,,D,D,A
4322,B,A,A,,A,A,A,F,A,D,A,,,D,D,A
4323,D,A,A,A,D,D,F,A,A,D,A,B,B,F,,B
4325,A,,A,,,A,B,A,,D,B,A,A,D,A,
4326,B,B,A,A,,B,A,,B,D,B,F,A,B,,
4327,A,A,B,A,D,,C,A,,A,D,,D,D,A,A
4328,A,A,D,D,A,D,D,,A,A,A,A,,D,F,B
4330,A,F,,A,,B,A,A,A,F,,A,A,,A,A
4331,B,,,A,A,F,B,,,B,D,,B,D,,A
4332,,B,F,A,D,B,B,,,D,B,D,A,B,A,D
4334,A,B,,B,,A,A,B,D,A,A,A,D,A,B,A
4336,A,D,B,B,,,B,,A,A,D,D,A,A,A,D
4337,,A,,F,D,A,B,D,A,,,,A,B,A,A
4339,,,B,B,A,D,,B,D,F,B,B,A,,A,D
4340,A,A,A,A,F,A,F,A,A,A,D,,,D,B,
4341,A,,A,A,,B,,A,A,A,,A,B,,,A
4342,,B,,A,B,,,,B,,A,D,B,,B,
4343,,B,F,A,F,A,A,A,,A,,B,D,A,B,
4344,A,,D,,D,A,A,A,A,B,B,A,F,,F,A
4346,B,D,A,A,D,A,A,A,B,D,A,A,,,,F
4347,B,B,A,A,B,D,A,A,,A,D,B,B,F,,
4348,B,C,,A,D,,A,A,A,B,B,B,,B,B,D
4352,,A,,D,D,D,F,A,A,F,D,B,D,F,A,B
4356,,B,A,D,A,A,D,,B,B,A,A,A,D,F,A
4358,B,B,A,B,A,,A,D,A,,B,,,A,A,B
4359,B,A,A,A,D,D,D,B,D,D,,A,B,A,A,
4361,D,A,A,,B,A,B,A,A,,B,B,A,A,B,B
4362,B,,F,A,A,D,A,D,B,A,A,B,C,A,,
4363,B,B,D,F,A,A,A,A,A,,F,A,,A,B,D
